gridID,riparianArea,totalArea,percentRiparian
1481-3-11-c-2,0.04235386024148762,1.0802687063483893,3.9206782527891164
1481-3-11-c-3,0.14458930853847415,1.080121868880242,13.386388397854521
1481-3-11-c-4,0,1.0801159154888242,0
1481-3-11-d-1,0,1.0802627539592982,0
1481-3-11-d-2,0,1.093759007036984,0
1481-3-11-d-3,0,1.08010996205315,0
1481-3-11-d-4,0,1.0936043040054293,0
1481-3-11-e-1,0,1.0802488648948818,0
1481-3-11-e-2,0,1.0802429123738408,0
1481-3-11-e-3,0,1.0800960705513507,0
1481-3-11-e-4,0,1.0800901169796289,0
1481-3-11-f-1,0,1.080236959811002,0
1481-3-11-f-2,0,1.0937328902493417,0
1481-3-11-f-3,0,1.0800841633661091,0
1481-3-11-f-4,0,1.093578182630688,0
1481-3-12-1-1,0,1.0943454259620606,0
1481-3-12-1-2,0.033773662556521596,1.0808280487076938,3.1247951602388113
1481-3-12-1-3,0.1342267317761779,1.0941908260701596,12.267214143830818
1481-3-12-1-4,0.06730057570447773,1.0806753562392295,6.227640457971114
1481-3-12-10-1,0,1.0799174457143248,0
1481-3-12-10-2,0,1.0799114909181744,0
1481-3-12-10-3,0,1.0797645931252093,0
1481-3-12-10-4,0,1.0797586372923107,0
1481-3-12-11-1,0,1.079905536081046,0
1481-3-12-11-2,0,1.0798995812094958,0
1481-3-12-11-3,0,1.0797526814135163,0
1481-3-12-11-4,0,1.0797467254896462,0
1481-3-12-12-1,0.02527870981130749,1.0798936263051628,2.340851839064756
1481-3-12-12-2,0.0374288255758062,1.0834453962816746,3.454611160309498
1481-3-12-12-3,0,1.0797407695247978,0
1481-3-12-12-4,0,1.0932304935772716,0
1481-3-12-13-1,0.027244022008821367,1.0798797313366086,2.522875577551622
1481-3-12-13-2,0.060376695124618705,1.0798737762847543,5.591088185541588
1481-3-12-13-3,0,1.079726872125417,0
1481-3-12-13-4,0.02073618665289134,1.0699052713342012,1.9381329551758113
1481-3-12-14-1,0.08037892146970331,1.0798678211952002,7.443403710348526
1481-3-12-14-2,0.04785986272264272,1.0798618660654873,4.432035635911631
1481-3-12-14-3,0,1.0797149598883837,0
1481-3-12-14-4,0,1.0797090037104489,0
1481-3-12-15-1,0,1.0796117136781662,0
1481-3-12-15-2,0,1.0796057568019628,0
1481-3-12-15-3,0,1.079458807399422,0
1481-3-12-15-4,0,1.0794528494766356,0
1481-3-12-16-1,0,1.0795997998798639,0
1481-3-12-16-2,0,1.079593842908591,0
1481-3-12-16-3,0,1.079446891504675,0
1481-3-12-16-4,0,1.0794409334843607,0
1481-3-12-17-1,0,1.093081729203835,0
1481-3-12-17-2,0,1.0930756976801157,0
1481-3-12-17-3,0,1.0929269071675092,0
1481-3-12-17-4,0,1.0794270312970877,0
1481-3-12-18-1,0,1.0795739860628546,0
1481-3-12-18-2,0,1.0795680289186538,0
1481-3-12-18-3,0,1.0794210731464624,0
1481-3-12-18-4,0,1.0794151149556785,0
1481-3-12-19-1,0,1.0795620717318357,0
1481-3-12-19-2,0,1.069741968008548,0
1481-3-12-19-3,0,1.079409156730473,0
1481-3-12-19-4,0,1.079403198459372,0
1481-3-12-2-1,0.03500356241645664,1.0808221001467855,3.238605355284911
1481-3-12-2-2,0.0863463121643886,1.0808161515530943,7.988991656010323
1481-3-12-2-3,0,1.080669406631738,0
1481-3-12-2-4,0.09750513701532036,1.0806634569890052,9.022710667666482
1481-3-12-3-1,0.10734010323628783,1.0808102029176057,9.931447995820852
1481-3-12-3-2,0.08155140044680238,1.0808042542435974,7.545436662245216
1481-3-12-3-3,0.2400720038567111,1.0708333481479735,22.419175147273865
1481-3-12-3-4,0.08755578427513688,1.0806515575822442,8.102129096174773
1481-3-12-4-1,0.0019652252762019633,1.0943072804617882,0.17958623791414927
1481-3-12-4-2,0.1678945766010657,1.0807903738378735,15.534425607888613
1481-3-12-4-3,0.13078343479596077,1.0842058313704803,12.062602045835263
1481-3-12-4-4,0.14723485340474546,1.08063767473422,13.624812168514994
1481-3-12-5-1,0.1942927107698396,1.0807844250237197,17.97700876061158
1481-3-12-5-2,0.137670954705365,1.0709532173056975,12.85499240122901
1481-3-12-5-3,0.03708760644324124,1.0806317248759418,3.4320301347342874
1481-3-12-5-4,0.024438505155086516,1.080625774979964,2.2615141819599516
1481-3-12-6-1,0.0014733522761911154,1.0940361989826708,0.13467125471361602
1481-3-12-6-2,0,1.0706997038337513,0
1481-3-12-6-3,0.0751357099333778,1.0803758423504979,6.954589966572216
1481-3-12-6-4,0.06899357284326851,1.080369890710488,6.386106595204721
1481-3-12-7-1,0,1.0805166862530262,0
1481-3-12-7-2,0.06298939906915277,1.0805107355596124,5.829594931005441
1481-3-12-7-3,0,1.0803639390131086,0
1481-3-12-7-4,0,1.080357987274751,0
1481-3-12-8-1,0.025783682295665144,1.0805047848268599,2.386262667017872
1481-3-12-8-2,0.01264599675358832,1.0804988340539485,1.1703850439284151
1481-3-12-8-3,0.14241335397248714,1.0803520354937761,13.182124834651415
1481-3-12-8-4,0.126206270200029,1.0938494053255767,11.537810377331107
1481-3-12-9-1,0.015102011578984558,1.0939980400538445,1.3804422883830092
1481-3-12-9-2,0.1591238389172554,1.080484948765263,14.727075939289671
1481-3-12-9-3,0.11613215030273795,1.0938433790626376,10.616890180590268
1481-3-12-9-4,0.04665268521810323,1.0803321959465741,4.318364794934831
1481-3-12-a-1,0.08668364072772115,1.0706564615243375,8.096307624605013
1481-3-12-a-2,0,1.0804730469252168,0
1481-3-12-a-3,0.13651902920025588,1.0803262439959496,12.636833545327416
1481-3-12-a-4,0.08532520358341188,1.0803202920010686,7.898139488370129
1481-3-12-b-1,0,1.080223070332706,0
1481-3-12-b-2,0.011416640591740608,1.0802171176305413,1.0568838806019882
1481-3-12-b-3,0,1.0800702714496107,0
1481-3-12-b-4,0,1.0800643177131564,0
1481-3-12-c-1,0.06616553671465814,1.0802111648857593,6.125240958943028
1481-3-12-c-2,0.048854647391453385,1.0802052121049166,4.5227190948517935
1481-3-12-c-3,0,1.0800583639250696,0
1481-3-12-c-4,0,1.080052410091907,0
1481-3-12-d-1,0.08702804619590193,1.0703792660201341,8.130580342749736
1481-3-12-d-2,4.910298779606819e-4,1.0936947181673347,0.044896429488430124
1481-3-12-d-3,0.03350722513283044,1.080046456219405,3.1023873963828508
1481-3-12-d-4,0.09204717355073988,1.093540003832355,8.417357684964138
1481-3-12-e-1,0.1875601910547614,1.080185369208157,17.363704082777446
1481-3-12-e-2,0,1.080179416245371,0
1481-3-12-e-3,0.10873741027033329,1.0800325637013466,10.067975163423094
1481-3-12-e-4,0.0260177254030928,1.080026609696895,2.408989294291052
1481-3-12-f-1,0,1.0801734632457047,0
1481-3-12-f-2,0.007732632366523147,1.070347805571705,0.7224410912294918
1481-3-12-f-3,6.136046835407616e-4,1.080020655651465,0.05681416187087988
1481-3-12-f-4,0.07682775290758163,1.0800147015642374,7.113583990690894
1481-3-13-1-1,0.09272274582970143,1.0807725272773951,8.57930262747166
1481-3-13-1-2,0.06595057929484546,1.070941427632995,6.158187328751496
1481-3-13-1-3,0.023210154657363893,1.0806198250438273,2.147855713865193
1481-3-13-1-4,0.07552312950258702,1.0806138750568777,6.988909845212925
1481-3-13-10-1,0.0014724804847985507,1.0798559108874202,0.13635897807777647
1481-3-13-10-2,0.03264190601859987,1.0798499556716532,3.0228186654225504
1481-3-13-10-3,0,1.0797030474948137,0
1481-3-13-10-4,0.02110177945882082,1.0796970912316441,1.9544166257546698
1481-3-13-11-1,0.04896372205921263,1.0798440004140883,4.534332925907491
1481-3-13-11-2,0.15866180068914593,1.0700213356096224,14.827910005995504
1481-3-13-11-3,0.15876232006690652,1.0796911349283158,14.704420081901226
1481-3-13-11-4,0.016809858837656677,1.0796851785872876,1.5569222557682518
1481-3-13-12-1,0,1.0798320897874982,0
1481-3-13-12-2,0,1.0798261344135553,0
1481-3-13-12-3,0,1.07967922220774,0
1481-3-13-12-4,0,1.0698580542743727,0
1481-3-13-13-1,0,1.0798201789961754,0
1481-3-13-13-2,0,1.0798142235386372,0
1481-3-13-13-3,0,1.0796673093191536,0
1481-3-13-13-4,0,1.0796613528158516,0
1481-3-13-14-1,0,1.0798082680343837,0
1481-3-13-14-2,0.003312800053447485,1.0798023124907912,0.30679690301883267
1481-3-13-14-3,0,1.0832123554888518,0
1481-3-13-14-4,0.0392589320184961,1.0931440524741263,3.5913777264433606
1481-3-13-15-1,0,1.0795501572410018,0
1481-3-13-15-2,0.07213651174529642,1.0795441999320685,6.682126748477338
1481-3-13-15-3,0,1.079397240146473,0
1481-3-13-15-4,0,1.0793912818007916,0
1481-3-13-16-1,0.1441407938803807,1.069724258565992,13.474574660352861
1481-3-13-16-2,0.03532928709550947,1.0795322851994633,3.272647569681692
1481-3-13-16-3,0.03912939342761785,1.0793853234075754,3.6251552229826465
1481-3-13-16-4,0.11296846595820785,1.0793793649742007,10.466057590503226
1481-3-13-17-1,0,1.079526327770874,0
1481-3-13-17-2,0,1.0697065487531126,0
1481-3-13-17-3,0.03777627082778513,1.0793734064941107,3.4998333848603345
1481-3-13-17-4,0.0788639464167878,1.0928585355462135,7.2162996263163555
1481-3-13-18-1,0,1.093007337583527,0
1481-3-13-18-2,0,1.093001305560693,0
1481-3-13-18-3,0.06206035259846598,1.0928525025046618,5.678749186759651
1481-3-13-18-4,0.07407936780112237,1.07935354462035,6.8633088917291625
1481-3-13-19-1,0,1.0830589528254793,0
1481-3-13-19-2,0.06010826935465634,1.07949455412969,5.5681864373199
1481-3-13-19-3,0.010056981488183141,1.079347585973069,0.9317648567413458
1481-3-13-19-4,0.053598740397386255,1.0793416272774339,4.965873551322711
1481-3-13-2-1,0,1.0807606293679775,0
1481-3-13-2-2,0,1.0807546803481132,0
1481-3-13-2-3,0.08644598871900887,1.080607925034687,7.999755204111982
1481-3-13-2-4,0,1.0707783206479102,0
1481-3-13-3-1,0,1.0807487312930077,0
1481-3-13-3-2,0,1.0807427821977438,0
1481-3-13-3-3,0,1.080596024864912,0
1481-3-13-3-4,0,1.070766528589219,0
1481-3-13-4-1,0,1.0807368330631406,0
1481-3-13-4-2,0,1.0807308838760854,0
1481-3-13-4-3,0,1.0805841245353223,0
1481-3-13-4-4,0,1.0805781743131577,0
1481-3-13-5-1,0.04273784486760944,1.07090016253113,3.9908337268897456
1481-3-13-5-2,0.08179048571044951,1.0807189853970707,7.568154794689629
1481-3-13-5-3,3.6840134873241184e-4,1.0805722240442783,0.0340931721670199
1481-3-13-5-4,0.09995355168361962,1.080566273731962,9.2501084027367515
1481-3-13-6-1,1.2277144758403302e-4,1.0706446677853838,0.011467058238657681
1481-3-13-6-2,0.0416198467085138,1.0804611449040473,3.8520447407861145
1481-3-13-6-3,0.08397342587250471,1.080314339973405,7.773054819819568
1481-3-13-6-4,0.020625348897129296,1.0803083878982067,1.9092093635648733
1481-3-13-7-1,0.08987261686824262,1.0804551938328146,8.318032749643956
1481-3-13-7-2,0.08520622232277691,1.0804492427214236,7.886184649281666
1481-3-13-7-3,0,1.0704815045411513,0
1481-3-13-7-4,0.06518708008479326,1.0802964836207778,6.034184233045808
1481-3-13-8-1,0,1.0804432915731519,0
1481-3-13-8-2,0,1.0706151827424244,0
1481-3-13-8-3,0.057081739422410724,1.0802905314218252,5.283924811160063
1481-3-13-8-4,0,1.0802845791835338,0
1481-3-13-9-1,0,1.0804313891520352,0
1481-3-13-9-2,0,1.070603388447985,0
1481-3-13-9-3,0,1.0802786269108207,0
1481-3-13-9-4,0,1.070452013906792,0
1481-3-13-a-1,0,1.0804194865653665,0
1481-3-13-a-2,0.10067526123239845,1.0804135352089257,9.318215475052366
1481-3-13-a-3,0,1.0802667222260685,0
1481-3-13-a-4,0.007243100362211466,1.070440217372544,0.676646882718034
1481-3-13-b-1,0,1.0801615571332723,0
1481-3-13-b-2,0.015098051493205129,1.0801556040082128,1.397766343773034
1481-3-13-b-3,0.08259413514364511,1.0800087474352122,7.647543164792727
1481-3-13-b-4,0.10419610699100793,1.0701845860683248,9.736274316359443
1481-3-13-c-1,0.049834872999794784,1.0801496508388966,4.613700792393962
1481-3-13-c-2,0.07425628615243733,1.0801436976408958,6.874667353484347
1481-3-13-c-3,0.09302312477945536,1.0799968390738963,8.613277503591885
1481-3-13-c-4,0.07020009633406997,1.079990884808004,6.500063780311427
1481-3-13-d-1,0.05842798541984707,1.070318310352966,5.458935426469428
1481-3-13-d-2,0,1.0801317911088466,0
1481-3-13-d-3,0,1.0799849305199831,0
1481-3-13-d-4,0,1.0799789761901646,0
1481-3-13-e-1,0,1.0801258377879113,0
1481-3-13-e-2,0,1.0801198844259978,0
1481-3-13-e-3,0,1.0701550852549373,0
1481-3-13-e-4,0,1.0799670673977584,0
1481-3-13-f-1,0,1.0801139310181886,0
1481-3-13-f-2,0,1.0702888141320794,0
1481-3-13-f-3,0,1.0799611129523814,0
1481-3-13-f-4,0,1.0701373842908442,0
1481-3-14-1-1,0,1.070888372123465,0
1481-3-14-1-2,0,1.0708824768680631,0
1481-3-14-1-3,0,1.070737047715649,0
1481-3-14-1-4,0,1.0805543729983271,0
1481-3-14-10-1,0.06797724442720413,1.0797963569103182,6.295376345009278
1481-3-14-10-2,0.008589306581817568,1.0699741249175743,0.802758345439358
1481-3-14-10-3,0.038279533609554175,1.0796434830584378,3.545571682710951
1481-3-14-10-4,0,1.0698226397787334,0
1481-3-14-11-1,0,1.0797844456305354,0
1481-3-14-11-2,0,1.0797784899279474,0
1481-3-14-11-3,0,1.0796315696764738,0
1481-3-14-11-4,0,1.0796256129223853,0
1481-3-14-12-1,0,1.0699564202413112,0
1481-3-14-12-2,0,1.0797665784031152,0
1481-3-14-12-3,0,1.0698049319888279,0
1481-3-14-12-4,0.014966904445812106,1.0796136993084848,1.3863203528631325
1481-3-14-13-1,0,1.0699446169129239,0
1481-3-14-13-2,0,0.9494418005172908,0
1481-3-14-13-3,0,1.0796077424322814,0
1481-3-14-13-4,0,1.0697872238359079,0
1481-3-14-14-1,0,0.022943288974657656,0
1481-3-14-14-3,0.03140550371628255,1.0599668135091662,2.962876131216816
1481-3-14-14-4,0,0.5613681473883987,0
1481-3-14-15-1,0,1.0794885964511336,0
1481-3-14-15-2,0,1.0830410208809376,0
1481-3-14-15-3,0,1.0793356685457378,0
1481-3-14-15-4,0.007726648778401315,1.0793297097730636,0.7158747422996348
1481-3-14-16-1,0,1.0794786668775975,0
1481-3-14-16-2,0,1.0794727090884,0
1481-3-14-16-3,0,1.0793237509610505,0
1481-3-14-16-4,0,1.079319778400585,0
1481-3-14-17-1,0.0121433316982314,1.0696534171445071,1.1352585336144325
1481-3-14-17-2,0.02416556712052971,1.0794607933731377,2.2386702017232403
1481-3-14-17-3,0.030662248354695738,1.0793138195180894,2.8409020435211647
1481-3-14-17-4,0,1.079307860589698,0
1481-3-14-18-1,0.0025757926848605276,1.0794548354560882,0.23861977363529166
1481-3-14-18-2,0,1.0696357058763206,0
1481-3-14-18-3,0.048568594603858886,1.0793019016293437,4.500000836701798
1481-3-14-18-4,0.02317932806221396,1.0694841613289565,2.167337198655751
1481-3-14-19-1,0.04538575351050496,1.0794429194933177,4.2045533571899
1481-3-14-19-2,0.015945666788153352,1.0794369614574313,1.4772207509574136
1481-3-14-19-3,0.03237889971545339,1.0792899835791439,3.000018549980276
1481-3-14-19-4,0.0338505402989015,1.0792840244925768,3.1363885252370207
1481-3-14-2-1,0,0.5187308346586228,0
1481-3-14-2-3,0,1.0510789201287403,0
1481-3-14-2-4,0,0.15912859450766445,0
1481-3-14-6-1,0,1.0804075838147849,0
1481-3-14-6-2,0,1.0804016323780268,0
1481-3-14-6-3,0.11035592556739598,1.080254817379862,10.215730936063977
1481-3-14-6-4,0.02234034715695679,1.0802488648948818,2.0680741154151283
1481-3-14-7-1,0,1.0705739019911364,0
1481-3-14-7-2,0,1.0411028301360756,0
1481-3-14-7-3,0,1.0704225222613513,0
1481-3-14-7-4,0,1.080236959811002,0
1481-3-14-8-1,0,0.006015403243370354,0
1481-3-14-8-3,0,0.8740050876428187,0
1481-3-14-b-1,0.052040886485144495,1.0801020240788162,4.818145445984927
1481-3-14-b-2,0.044678158144854006,1.0800960705513507,4.136498535917031
1481-3-14-b-3,0.05399735824133456,1.0799492039255798,4.999990559283338
1481-3-14-b-4,0,1.0701255834426509,0
1481-3-14-c-1,0,1.0800901169796289,0
1481-3-14-c-2,0,1.0800841633661091,0
1481-3-14-c-3,0,1.0799372947332264,0
1481-3-14-c-4,0,1.0799313400698454,0
1481-3-14-d-1,0,1.070259316909857,0
1481-3-14-d-2,0,0.7260951163439154,0
1481-3-14-d-3,0,1.0701078818662242,0
1481-3-14-d-4,0,1.0701019812598078,0
1481-3-14-e-3,0,0.7497932249550522,0
1481-3-15-5-2,0.004906580621659756,0.9223770328099727,0.5319495658637681
1481-3-15-5-4,0,0.07653020397090912,0
1481-3-16-1-1,0.2031220067466721,1.0928625575591624,18.58623532682206
1481-3-16-1-2,0.07113685116118193,1.0793634756166488,6.590629826578195
1481-3-16-1-3,0,1.0629065780491604,0
1481-3-16-1-4,0.2245519458975345,1.0890215305396915,20.619605728662886
1481-3-16-12-1,0,0.008578859066367149,0
1481-3-16-12-2,0,1.049008084345676,0
1481-3-16-12-4,0,0.9776681541640013,0
1481-3-16-13-1,0,1.0784135609360783,0
1481-3-16-13-2,0,1.0882113012927621,0
1481-3-16-13-3,0,1.0782604445334525,0
1481-3-16-13-4,0,1.0917316525794567,0
1481-3-16-14-1,0,1.091880644499883,0
1481-3-16-14-2,0,1.0783936772094667,0
1481-3-16-14-3,0,1.0917256118413807,0
1481-3-16-14-4,0,1.0880427441943958,0
1481-3-16-16-4,0,0.1685481618416235,0
1481-3-16-17-1,0,0.3293091304564476,0
1481-3-16-17-2,0,1.0781132684346288,0
1481-3-16-17-3,0,1.0644905094914883,0
1481-3-16-17-4,0,1.0877597367032692,0
1481-3-16-18-1,0,1.0781073013097793,0
1481-3-16-18-2,0,1.1015000174145475,0
1481-3-16-18-3,0,1.0779541312658787,0
1481-3-16-18-4,0,1.0914215079253913,0
1481-3-16-19-1,0,1.0780933778679371,0
1481-3-16-19-2,0,1.0780874106094986,0
1481-3-16-19-3,0,1.0779402053899318,0
1481-3-16-19-4,0.022292883916154502,1.0779342370881886,2.0681116852150474
1481-3-16-2-1,0,1.0793575170332939,0
1481-3-16-2-2,0,1.0793515584089608,0
1481-3-16-2-3,0.0038015174967125057,1.0792045661317557,0.3522517987797685
1481-3-16-2-4,0,1.079198606469035,0
1481-3-16-3-1,0,1.0928364141791314,0
1481-3-16-3-2,0,1.0793376547972857,0
1481-3-16-3-3,0,1.1026150177283138,0
1481-3-16-3-4,0,1.079184700416699,0
1481-3-16-4-1,0.02636992662643641,1.0793316960328072,2.4431717073965067
1481-3-16-4-2,0.030294888108573854,1.0793257372363656,2.806834587873768
1481-3-16-4-3,0.002943364641726017,1.07917874060072,0.2727411624220475
1481-3-16-4-4,0.03470556491602212,1.088983442394331,3.1869690176110974
1481-3-16-5-1,0,1.0928102700393647,0
1481-3-16-5-2,0,1.0928042366617918,0
1481-3-16-5-3,0.003188217375710607,1.0926554003708064,0.29178617289848613
1481-3-16-5-4,0.022072670950233936,1.0791588742865623,2.045358795277136
1481-3-16-6-1,0,0.144208761478588,0
1481-3-16-6-2,0.12678892336691916,1.049628706815578,12.079406988741614
1481-3-16-6-4,0.017778497060902416,0.04413948362249136,40.277990592176636
1481-3-16-7-1,0.04304054823575169,1.0790515883895009,3.9887386941332705
1481-3-16-7-2,0,1.0790456276801974,0
1481-3-16-7-3,0.20094269397196918,1.0396659080396444,19.32762173099042
1481-3-16-7-4,0.005884517231278121,1.0788926220547408,0.5454219549737132
1481-3-16-8-1,0,1.0925266568484902,0
1481-3-16-8-2,0,1.0790317191880197,0
1481-3-16-8-3,0.0017162827738747002,1.1023023895635902,0.15569981432719107
1481-3-16-8-4,0.10494330334326625,1.0788787111259996,9.727071473468918
1481-3-16-9-1,0.06191951721683145,1.079025758345127,5.7384651606274675
1481-3-16-9-2,0.1259248418801725,1.0790197974465043,11.670299486457347
1481-3-16-9-3,0.14062377807641774,1.0788727492209524,13.03432477815028
1481-3-16-9-4,0,1.0788667872831226,0
1481-3-16-a-1,0.10643371230728924,1.0925005035296083,9.742211739347242
1481-3-16-a-2,0.14248188122969865,1.0888150329850317,13.085958304513728
1481-3-16-a-3,0,1.0923455795059354,0
1481-3-16-a-4,0,1.0788528759421407,0
1481-3-16-c-1,0.0013485208155140282,0.0018388910971954466,73.33337018003414
1481-3-16-c-2,0.1473475443527326,0.9267422050109133,15.899518070507797
1481-3-16-d-1,0.17713721383084358,1.0822875472791866,16.366927095868107
1481-3-16-d-2,0.005271419380627572,1.078725676233098,0.48867098436326556
1481-3-16-d-3,0,0.8922786421717256,0
1481-3-16-d-4,0,1.0785726145027579,0
1481-3-16-e-1,0,1.088526256133616,0
1481-3-16-e-2,0,1.0787137503003328,0
