gridID,gridArea,year,percentTOF,percentTOF_Zscore,percentTOF_group,percentRiparian,percentRiparian_Zscore,percentRiparian_group,total_rast_area,Water,Developed,Barren,Forest,Shrubland,Herbaceous,Planted,Wetlands,Water_Zscore,Water_group,Developed_Zscore,Developed_group,Barren_Zscore,Barren_group,Forest_Zscore,Forest_group,Shrubland_Zscore,Shrubland_group,Herbaceous_Zscore,Herbaceous_group,Planted_Zscore,Planted_group,Wetlands_Zscore,Wetlands_group,roadLengthKM,roadLengthKM_Zscore,roadLengthKM_group
1481-3-10-4-4,0.07541640997547656,2020,0.390251108025604,0.5773407448675314,0,0,0.49410889327885776,0,0.04863154784166811,0,0,0,0.00331589051097631,0,0.0453156573306918,0,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.3183296369823177,0,0.10887867008910741,0,1.7253459357097338,1,0.7061566860643979,0,0.34614066918110703,0,0,0.7573375934120709,0
1481-3-10-5-1,0.7923417833955735,2020,0,0.6861899582312468,0,21.937961322521808,2.2856044426790576,2,0.47755154688742646,0,0.01768758840540051,0,0,0,0.45986395848202594,0,0,0.16970882291997166,0,0.1978404171310381,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.5483766183287772,0,0.7061566860643979,0,0.34614066918110703,0,1.0233478377111105,0.17190008416217603,0
1481-3-10-5-2,1.0867739527009428,2020,1.462645631509962,0.27822743577945014,0,2.0341866758299787,0.23636134110191265,0,1.0601397779203052,0,0.0895452686203718,0,0,0,0.4366646167812352,0.5339298925186983,0,0.16970882291997166,0,1.243786599687466,1,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.6142432816088647,0,0.9414587317300059,0,0.34614066918110703,0,2.2252488808737487,1.2632706747528997,1
1481-3-10-5-3,1.0732342998078466,2020,2.7354035220596833,0.07677141583100947,0,9.784157286329618,0.745621275358065,0,1.0014110651855193,0,0,0,0.33048006902575533,0,0.6388773067639487,0.03205368939581514,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,2.436911992162503,2,0.10887867008910741,0,0.04012892380369739,0,0.6072445375113208,0,0.34614066918110703,0,0.01709608399007046,0.7418137169771728,0
1481-3-10-5-4,1.0866196421325356,2020,4.509543738686146,0.5716163067366157,0,0,0.49410889327885776,0,1.0666211103091237,0,0.00110528872466087,0,0.00552620632797479,0,0.5062236223933394,0.5382923522911371,0.015473640572011461,0.16970882291997166,0,0.5305187216521252,0,0.08979704389253033,0,0.29971526978540175,0,0.10887867008910741,0,0.4167540743787293,0,0.9549205290207925,0,0.15729430195253513,0,0.9945613055539884,0.145760848507044,0
1481-3-10-9-2,0.6018734669845104,2020,0,0.6861899582312468,0,0,0.49410889327885776,0,0.3834863018873933,0,0,0,0,0,0.3834863018873933,0,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.7652250726480371,0,0.7061566860643979,0,0.34614066918110703,0,0.09422573306479884,0.6717771435490966,0
1481-3-10-9-4,0.7052872765442133,2020,0.09386480709062864,0.6600090962061697,0,0,0.49410889327885776,0,0.6652133750046498,0,0,0,0.04861801967880127,0,0.6165953553258485,0,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.06318619014375236,0,0.10887867008910741,0,0.10339096854294888,0,0.7061566860643979,0,0.34614066918110703,0,0.8746219918637954,0.036851516610075886,0
1481-3-10-a-1,1.0864730218057632,2020,3.8394223753874344,0.38470541333179903,0,8.159402331656992,0.539751962855875,0,1.0300070300229498,0,0,0,0.47190538432663764,0,0.558101645696312,0,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,3.627937604749001,2,0.10887867008910741,0,0.26946402035030126,0,0.7061566860643979,0,0.34614066918110703,0,0,0.7573375934120709,0
1481-3-10-a-2,1.0864668477841617,2020,13.15701429837618,2.9835770895523597,2,6.88634559784157,0.3784455985865187,0,1.0620493889690887,0.00331522724461555,0,0,0.21108033052310343,0,0.7283007880012345,0.11714273348665231,0.00221030971348285,0.020665176266794715,0,0.552693304551115,0,0.08979704389253033,0,1.4313766932647012,1,0.10887867008910741,0,0.21375872542165839,0,0.34467444564379796,0,0.31916518413615474,0,1.0206680743487804,0.1694667599380004,0
1481-3-10-a-3,1.075874050783217,2020,1.3674683952487052,0.30477436180762835,0,2.2501035658103863,0.2090029621844999,0,1.0630113943560144,0,0,0,0.11492484094190607,0,0.9480865534141084,0,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.6215948615017587,0,0.10887867008910741,0,0.8377658714396264,0,0.7061566860643979,0,0.34614066918110703,0,0,0.7573375934120709,0
1481-3-10-a-4,1.086312482877776,2020,10.516061096610352,2.246959889419425,2,3.670430625386985,0.029036282013822915,0,1.059690220788898,0,0,0,0.3348129073238975,0,0.7248773134650005,0,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,2.4734013673306197,2,0.10887867008910741,0,0.20403893046220073,0,0.7061566860643979,0,0.34614066918110703,0,0.2105053098066353,0.5661909881294735,0
1481-3-10-e-2,0.6893745124099254,2020,1.8563527618674125,0.16841426535205817,0,6.355531680782793,0.3111872739651892,0,0.6805882704860284,0,0,0,0.23754213677433111,0,0.4430461337116973,0,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,1.6542270997386899,1,0.10887867008910741,0,0.5961251284174489,0,0.7061566860643979,0,0.34614066918110703,0,0.05103041985190134,0.7110000852048116,0
1481-3-10-e-4,0.6675831190222129,2020,2.5006019179058487,0.011280327188138711,0,0,0.49410889327885776,0,0.6462472678801163,0,0,0,0.01215243678039312,0,0.6340948310997232,0,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.24391189280907613,0,0.10887867008910741,0,0.05370714159467971,0,0.7061566860643979,0,0.34614066918110703,0,0,0.7573375934120709,0
1481-3-10-f-1,1.0861658109500258,2020,0.8057717945485269,0.46144331643177755,0,0.1363549124462898,0.47683164663875127,0,1.0551267066226049,0,0,0,0.08727794567224387,0,0.967848760950361,0,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.38876412462406795,0,0.10887867008910741,0,0.8938739578780097,0,0.7061566860643979,0,0.34614066918110703,0,0.6896238905284358,0.13113360018561127,0
1481-3-10-f-2,1.0861596347532123,2020,9.669564203223164,2.0108541639899946,2,6.454528403396376,0.3237309422677947,0,1.0661689542440191,0,0,0,0.26736982026004763,0,0.7987991339839714,0,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,1.9054235345497499,1,0.10887867008910741,0,0.4139148710802986,0,0.7061566860643979,0,0.34614066918110703,0,0.14090829245588907,0.6293876534136374,0
1481-3-10-f-3,1.0755697403493223,2020,4.792845326682906,0.650635057392195,0,5.522973136930146,0.20569551685569695,0,1.0395125375846648,0,0,0,0.15135048056864742,0,0.8881620570160174,0,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.9283565587127243,0,0.10887867008910741,0,0.6676305858186837,0,0.7061566860643979,0,0.34614066918110703,0,0,0.7573375934120709,0
1481-3-10-f-4,1.093653139599018,2020,4.142066222447044,0.46911912543750744,0,16.625204274366077,1.6124360748279425,1,1.06270337921542,0,0,0,0.3557094893311263,0,0.7058892219762215,0,0.00110466790807247,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,2.649383753038395,2,0.10887867008910741,0,0.1501286840184289,0,0.7061566860643979,0,0.3326588695708195,0,0,0.7573375934120709,0
1481-3-11-1-1,1.07631732655634,2020,3.528054071058466,0.29785826723637143,0,7.124919888047951,0.4086748494432313,0,1.0402341663199357,0.00773803705799579,0.08622783903875947,0.12270308531990638,0,0,0.49856329266860966,0.30620890733471523,0.01879300489994882,0.1781723858068999,0,1.177231485509861,1,17.156004974920368,2,0.3462546977729064,0,0.10887867008910741,0,0.43850298282193834,0,0.2387511077486009,0,0.11678348021528226,0,2.2952483098215137,1.3268327446473662,1
1481-3-11-1-2,1.0867600658741146,2020,1.4965164593417986,0.26878015199305444,0,13.647598692095118,1.2351498801547782,1,1.0402283507931842,0,0.046431458599269386,0,0,0,0.5615680662894856,0.35374106788188237,0.0784877580225467,0.16970882291997166,0,0.3788264014392065,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.2596222946262501,0,0.38542714453904686,0,0.6117546564530707,0,1.0617762919490663,0.2067945416017069,0
1481-3-11-1-3,1.0866134691477567,2020,2.369906122687246,0.025173469372399875,0,15.136235890520345,1.4237719955843247,1,1.0555620780329396,0.01436826666519046,0.04863251522368192,0.01547526503151655,0,0,0.833394073860048,0.10500661460670842,0.03868534264579417,0.47624956902537646,0,0.42298455803162244,0,2.085236747852686,2,0.3462546977729064,0,0.10887867008910741,0,0.5121354708456249,0,0.3821244121262067,0,0.1259903971734416,0,1.34652478888058,0.4653567061275221,0
1481-3-11-1-4,1.094259460165061,2020,1.8894484800160225,0.15918317590196215,0,6.981216099759776,0.3904664420684664,0,1.0566606071514493,0,0.03978926847064493,0,0,0,0.2431680337689523,0.7206474566498102,0.05305584826204179,0.16970882291997166,0,0.24556909739566243,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,1.16361120952223,1,1.5176368812323995,1,0.30137367354182726,0,1.1414349781225026,0.2791275742330965,0
1481-3-11-10-1,1.075404542148113,2020,5.298675508098384,0.7917216967646263,0,1.136370675068456,0.3501217345068877,0,1.0393521654533764,0,0.07068799871659279,0,0.11597451786708823,0,0.7499663596357427,0.10051430049994588,0.0022089887340068703,0.16970882291997166,0,0.8654672652002058,0,0.08979704389253033,0,0.6304348071661766,0,0.10887867008910741,0,0.2752707687384789,0,0.3959869174618075,0,0.31918130588682236,0,2.2901570206802284,1.3222096658434976,1
1481-3-11-10-2,1.0934851615392267,2020,0.4841264329138386,0.5511569492082579,0,0,0.49410889327885776,0,1.040450829013799,0.00110451568087935,0.03313492235541344,0,0,0,0.5091626799890409,0.4937351761250828,0.00331353486338257,0.12005278648046501,0,0.1120679168638104,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.40840961704396567,0,0.8174247801346191,0,0.30570099251142474,0,1.0073357287748008,0.15736049715887346,0
1481-3-11-10-3,1.085691660641238,2020,5.7895552379293065,0.92863834184122,0,0,0.49410889327885776,0,1.054666481493475,0,0.039756577827394,0,0.22860405155163993,0,0.7840970582632443,0.00220879385119676,0,0.16970882291997166,0,0.24491324941439274,0,0.08979704389253033,0,1.5789542364252314,1,0.10887867008910741,0,0.37217331291434097,0,0.6993407297844565,0,0.34614066918110703,0,1.4023821455683112,0.5160772514701862,0
1481-3-11-10-4,1.085685481087446,2020,3.5955012545976195,0.316670700361746,0,2.635855862000972,0.16012509307290923,0,1.0546599461931274,0,0,0.00441722834894061,0.01987725651982426,0,1.0303654613243625,0,0,0.16970882291997166,0,0.552693304551115,0,0.531040202205298,0,0.1788566504523434,0,0.10887867008910741,0,1.0713689276070915,1,0.7061566860643979,0,0.34614066918110703,0,0,0.7573375934120709,0
1481-3-11-11-1,1.0858322336345163,2020,1.1511243890448684,0.36511723952649794,0,9.840912581399436,0.752812620454924,0,1.0592201296102115,0,0.039761906829714776,0,0.00662671042630076,0,0.8681348004021356,0.14359225716930643,0.00110445478275418,0.16970882291997166,0,0.24502016121136883,0,0.08979704389253033,0,0.29044727865471864,0,0.10887867008910741,0,0.6107699824091702,0,0.26305578442352734,0,0.3326614706356392,0,1.5734969194957484,0.6714557936075481,0
1481-3-11-11-2,1.0858260550709964,2020,2.783060311398084,0.09006389322375752,0,0,0.49410889327885776,0,1.053691638105004,0,0.040866379879772666,0,0,0,0.34460260159543143,0.6527594370975187,0.01546321953228115,0.16970882291997166,0,0.2671783798394683,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.8756221531879215,0,1.3081461798029672,1,0.15742148440107756,0,1.6339893800346377,0.7263851846420145,0
1481-3-11-11-3,1.0752393124380708,2020,0.17092007745591525,0.6385167662875585,0,7.2501747575063185,0.4245456327812278,0,1.061280291848837,0,0,0,0,0,1.061280291848837,0,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,1.1591411048860327,1,0.7061566860643979,0,0.34614066918110703,0,0,0.7573375934120709,0
1481-3-11-11-4,1.0856715769403875,2020,0.8464519954168914,0.45009675578675595,0,0,0.49410889327885776,0,1.0391859093470563,0,0,0,0,0,0.8183064511601621,0.2120444289540943,0.0088350292328,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.4692992827810076,0,0.05182420665570659,0,0.2383145136485549,0,0.0103188623038032,0.7479676848736004,0
1481-3-11-12-1,1.0858198764767946,2020,3.2637676284235937,0.2241432391636949,0,0,0.49410889327885776,0,1.0647306564351628,0,0.06847854109418391,0,0,0,0.8106933350176521,0.09609683455529826,0.08946194576802849,0.16970882291997166,0,0.8211405656539466,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.44768442129320013,0,0.40961845429831883,0,0.745687939921419,0,1.932139749558153,0.9971167450502618,0
1481-3-11-12-2,1.075372416623324,2020,0.21195982033367844,0.627069921840417,0,0,0.49410889327885776,0,1.0669332630634285,0,0,0,0,0,1.0481557353071247,0.01877752775630354,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,1.1218783774525223,1,0.6482124790199035,0,0.34614066918110703,0,0.10799776008936995,0.659271633754474,0
1481-3-11-12-3,1.0856653972511738,2020,0.4130676127608319,0.5709767434821053,0,0,0.49410889327885776,0,1.0402843829637474,0,0.03644296374493837,0,0,0,1.003841419218809,0,0,0.16970882291997166,0,0.17843468274918292,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.9960629050170708,0,0.7061566860643979,0,0.34614066918110703,0,1.0586015637036064,0.2039117709610429,0
1481-3-11-12-4,1.093304704946719,2020,0,0.6861899582312468,0,0,0.49410889327885776,0,1.0303398922453446,0,0,0,0,0,1.0303398922453446,0,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,1.071296332878337,1,0.7061566860643979,0,0.34614066918110703,0,0,0.7573375934120709,0
1481-3-11-13-1,1.0858059744647444,2020,0.00677184554440104,0.6843011485767198,0,0,0.49410889327885776,0,1.0658224687700877,0,0,0,0,0,0.7963167636279163,0.2695057051421711,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.40686702228840027,0,0.1254913658570316,0,0.34614066918110703,0,0.32158887003495235,0.4653230078402729,0
1481-3-11-13-2,1.0857997957192511,2020,0.2911694764928539,0.6049766885697739,0,0,0.49410889327885776,0,1.0658160561246588,0,0.00552245661050081,0,0,0,0.6914142283992496,0.3688793711149084,0,0.16970882291997166,0,0.4419003785188717,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.10903184859040721,0,0.43214133334072957,0,0.34614066918110703,0,0.8234589781290069,0.009606391745846538,0
1481-3-11-13-3,1.085653037729919,2020,0.6094000955483648,0.5162154990687621,0,0,0.49410889327885776,0,1.0502101380778868,0,0,0,0,0,1.0502101380778868,0,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,1.1277111574205354,1,0.7061566860643979,0,0.34614066918110703,0,0,0.7573375934120709,0
1481-3-11-13-4,1.0827790623381437,2020,1.1473569119032887,0.36616806786444034,0,0,0.49410889327885776,0,1.0634563351602873,0,0.02871020257642863,0,0,0,0.7056455449433047,0.32910058764055405,0,0.16970882291997166,0,0.023298065733733154,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.14943684572046215,0,0.30939087888634387,0,0.34614066918110703,0,0.726359764947555,0.09777606780909956,0
1481-3-11-14-1,1.0857936169367284,2020,1.6115983736661448,0.23668139406775035,0,0,0.49410889327885776,0,1.055869641757218,0,0.09940326891312008,0,0,0,0.7841768896532636,0.17228948319083434,0,0.16970882291997166,0,1.4415603033655553,1,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.3723999670734719,0,0.17450110205135744,0,0.34614066918110703,0,2.1325341248763614,1.1790822479394194,1
1481-3-11-14-2,1.0857874381034225,2020,1.984033513817462,0.13280142755189303,0,0,0.49410889327885776,0,1.0658038762322066,0,0.04638859290227297,0,0.00110447914245724,0,0.6350732590277802,0.3832375451596962,0,0.16970882291997166,0,0.3779664189474267,0,0.08979704389253033,0,0.33695323046179954,0,0.10887867008910741,0,0.05092922730244059,0,0.4764481782262486,0,0.34614066918110703,0,1.0068587403348426,0.15692737401751036,0
1481-3-11-14-3,1.075201060322091,2020,0.3486983773253621,0.588930672370156,0,0,0.49410889327885776,0,1.0645544979616706,0,0.08171701578980685,0,0,0,0.34785596300730126,0.6349815191645625,0,0.16970882291997166,0,1.0867342047135868,1,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.8663853367554639,0,1.2532865960017165,1,0.34614066918110703,0,2.0575528080533103,1.1109964396360064,1
1481-3-11-14-4,1.0751949398291112,2020,1.1417839766003517,0.3677224763244716,0,0,0.49410889327885776,0,1.0656524779747727,0,0.04085672014313937,0,0,0,0.23521795280221103,0.7895778050294223,0,0.16970882291997166,0,0.26698458375164225,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,1.1861827683552089,1,1.7303440293720986,1,0.34614066918110703,0,1.1384617025974073,0.27642773011175886,0
1481-3-11-15-1,1.08267119387345,2020,8.724260838123552,1.7471892426993296,1,0,0.49410889327885776,0,1.0655588045208104,0,0.05079362748318911,0,0.36107162963631695,0,0.6536935474013043,0,0,0.16970882291997166,0,0.46634134063805754,0,0.08979704389253033,0,2.6945414847229756,2,0.10887867008910741,0,0.00193676692683671,0,0.7061566860643979,0,0.34614066918110703,0,1.069955603059359,0.2142216585410318,0
1481-3-11-15-2,1.0855309781206994,2020,5.004028520283037,0.7095384763095943,0,6.105556218549606,0.279513404373739,0,1.0655524142755248,0,0.00331242022749781,0.00772979479527473,0.05300113601076604,0,1.0015090632419863,0,0,0.16970882291997166,0,0.4862386893070506,0,0.9966182678154611,0,0.1000989861535036,0,0.10887867008910741,0,0.9894409711813602,0,0.7061566860643979,0,0.34614066918110703,0,0,0.7573375934120709,0
1481-3-11-15-3,1.093027725565411,2020,9.104360904214111,1.85320711771005,1,9.999453436988649,0.7729010016903802,0,1.0300785829583698,0.00331199983438849,0.08500999620759486,0,0.2594562589725257,0.00110409539881348,0.586252789747476,0,0.09494344279757137,0.020810271897951833,0,1.1527988135617364,1,0.08979704389253033,0,1.8387787888041995,1,0.11356240333199177,0,0.1895383935768462,0,0.7061566860643979,0,0.8125862755901283,0,1.6556465046099025,0.746050654584539,0
1481-3-11-15-4,1.0853779933143255,2020,6.351710912368658,1.0854353417530245,1,3.1419922293834626,0.09599360931548066,0,1.0289683764671087,0,0.052992399464964854,0,0.06403554686444998,0,0.9119404301376938,0,0,0.16970882291997166,0,0.5104536621500879,0,0.08979704389253033,0,0.19302623838256777,0,0.10887867008910741,0,0.7351412124542818,0,0.7061566860643979,0,0.34614066918110703,0,1.2602396049988,0.3870065685450683,0
1481-3-11-16-1,1.0931693382618726,2020,0.02017166178200976,0.6805636589791596,0,0,0.49410889327885776,0,1.0655459996079404,0,0,0,0,0,1.0655459996079404,0,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,1.1712521354593932,1,0.7061566860643979,0,0.34614066918110703,0,0,0.7573375934120709,0
1481-3-11-16-2,1.085518616705656,2020,0.11511233788139533,0.6540827145382295,0,0,0.49410889327885776,0,1.055601946526108,0,0,0,0,0,1.055601946526108,0,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,1.143019369011626,1,0.7061566860643979,0,0.34614066918110703,0,0,0.7573375934120709,0
1481-3-11-16-3,1.0825047420880198,2020,0.02036936391490509,0.6805085157106244,0,0,0.49410889327885776,0,1.0609786008029258,0,0.056303400051862004,0,0,0,0.9285015017181016,0.07617369903296227,0,0.16970882291997166,0,0.5768797962041395,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.7821607589316274,0,0.47109780901764386,0,0.34614066918110703,0,1.224011499457382,0.3541101090855767,0
1481-3-11-16-4,1.0853640842719825,2020,0,0.6861899582312468,0,0,0.49410889327885776,0,1.0642844467922474,0,0.030911643019616578,0,0,0,0.8589465259504042,0.17442627782222667,0,0.16970882291997166,0,0.06746392259582853,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.5846829930780636,0,0.16790732292665894,0,0.34614066918110703,0,1.006324217488725,0.15644200750787118,0
1481-3-11-17-1,1.0750740512043837,2020,0,0.6861899582312468,0,0,0.49410889327885776,0,1.065533535663722,0,0.034229625707000486,0,0,0,1.0313039099567216,0,0,0.16970882291997166,0,0.13403013332179242,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,1.0740333342471795,1,0.7061566860643979,0,0.34614066918110703,0,0.9945299216518724,0.14573235076342173,0
1481-3-11-17-2,1.0750679298121184,2020,0,0.6861899582312468,0,0,0.49410889327885776,0,1.063318966627624,0,0,0,0,0,1.063318966627624,0,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,1.1649292305545893,1,0.7061566860643979,0,0.34614066918110703,0,0,0.7573375934120709,0
1481-3-11-17-3,1.093001267921731,2020,0.27568365554567653,0.6092960086017392,0,0,0.49410889327885776,0,1.065382211612521,0,0.0342250503256321,0,0,0,1.016805724617658,0.01435143666923045,0,0.16970882291997166,0,0.1339383408596202,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,1.0328706536756074,1,0.6618706315560413,0,0.34614066918110703,0,1.2700070964725518,0.3958758119814898,0
1481-3-11-17-4,1.085351720499754,2020,0,0.6861899582312468,0,0,0.49410889327885776,0,1.0565438915828438,0,0,0,0,0,1.0565438915828438,0,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,1.1456937025630063,1,0.7061566860643979,0,0.34614066918110703,0,0.31593409344194484,0.4704577540867108,0
1481-3-11-18-1,1.0854985290341974,2020,0.9683477555075698,0.4160974734647388,0,2.068062169989114,0.23206904787138155,0,1.0611044584520155,0,0,0,0.01104223940882086,0,0.7883840367821452,0.26167818226104944,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.253261516684799,0,0.10887867008910741,0,0.38434473459669805,0,0.10133698236440321,0,0.34614066918110703,0,0.01828789347279298,0.7407315098966233,0
1481-3-11-18-2,1.085492348117724,2020,0.23701478729727565,0.6200815664232109,0,0,0.49410889327885776,0,1.0301808990371193,0,0.02098032858291268,0,0.0033126882700324,0,0.25837781200286697,0.7419891850096851,0.0055208851716220305,0.16970882291997166,0,0.1317806280442718,0,0.08979704389253033,0,0.31835660493337903,0,0.10887867008910741,0,1.120428202244747,1,1.5834937684020545,1,0.27876162520662356,0,2.0773209058637887,1.1289466034244553,1
